citation,text
7B_69/2024 E. 3.3.2,"3.3.2. Der besondere Haftgrund der Kollusionsgefahr liegt vor, wenn ernsthaft zu befürchten ist, dass die beschuldigte Person jemanden beeinflusst oder auf Beweismittel einwirkt, um so die Wahrheitsfindung zu beeinträchtigen (Art. 221 Abs. 1 lit. b StPO). Verdunkelung kann gemäss der Rechtsprechung insbesondere in der Weise erfolgen, dass sich die beschuldigte Person mit Zeugen, Auskunftspersonen, Sachverständigen oder Mitbeschuldigten ins Einvernehmen setzt oder diese zu wahrheitswidrigen Aussagen veranlasst oder dass sie Spuren und Beweismittel beseitigt. Strafprozessuale Haft wegen Kollusionsgefahr soll verhindern, dass die beschuldigte Person die wahrheitsgetreue Abklärung des Sachverhalts vereitelt oder gefährdet. Die theoretische Möglichkeit, dass sie kolludieren könnte, genügt indessen nicht, um Untersuchungshaft unter diesem Titel zu rechtfertigen. Es müssen vielmehr konkrete Indizien für die Annahme von Verdunkelungsgefahr sprechen. Das Vorliegen des Haftgrundes ist nach Massgabe der Umstände des jeweiligen Einzelfalles zu prüfen (BGE 137 IV 122 E. 4.2; Urteile 7B_1028/2023 vom 12. Januar 2024 E. 8.1; 7B_417/2023 vom 4. September 2023 E. 3.1 mit Hinweisen). Konkrete Anhaltspunkte für Kollusionsgefahr können sich namentlich ergeben aus dem bisherigen Verhalten der beschuldigten Person im Strafprozess, aus ihren persönlichen Merkmalen, aus ihrer Stellung und ihren Tatbeiträgen im Rahmen des untersuchten Sachverhaltes sowie aus den persönlichen Beziehungen zwischen ihr und den sie belastenden Personen. Bei der Frage, ob im konkreten Fall eine massgebliche Beeinträchtigung des Strafverfahrens wegen Verdunkelung droht, ist auch der Art und Bedeutung der von Beeinflussung bedrohten Aussagen bzw. Beweismittel, der Schwere der untersuchten Straftaten sowie dem Stand des Verfahrens Rechnung zu tragen (BGE 137 IV 122 E. 4.2; Urteile 7B_1028/2023 vom 12. Januar 2024 E. 8.1; 7B_985/2023 vom 4. Januar 2023 E. 4.2 mit Hinweisen). Fehlende (vollumfängliche) Geständigkeit kann bei der Beurteilung der Kollusionsgefahr eine Rolle spielen, auch wenn sie, für sich allein genommen, eine solche nicht zu begründen vermag. Dies steht nicht im Widerspruch zum Aussageverweigerungsrecht (Art. 113 StPO; Urteil 7B_474/2023 vom 6. September 2023 E. 4.2.2 mit Hinweis). Je weiter das Strafverfahren vorangeschritten ist und je präziser der Sachverhalt bereits abgeklärt werden konnte, desto höhere Anforderungen sind an den Nachweis von Verdunkelungsgefahr zu stellen (BGE 132 I 21 E. 3.2.2 mit Hinweisen; Urteile 7B_1028/2023 vom 12. Januar 2024 E. 8.1; 7B_985/2023 vom 4. Januar 2023 E. 4.2 mit Hinweisen)."
7B_301/2024 E. 2.4,"2.4. Kollusionsgefahr liegt vor, wenn ernsthaft zu befürchten ist, dass die beschuldigte Person jemanden beeinflusst oder auf Beweismittel einwirkt, um so die Wahrheitsfindung zu beeinträchtigen (Art. 221 Abs. 1 lit. b StPO). Verdunkelung kann gemäss der Rechtsprechung insbesondere in der Weise erfolgen, dass sich die beschuldigte Person mit Zeugen, Auskunftspersonen, Sachverständigen oder Mitbeschuldigten ins Einvernehmen setzt oder diese zu wahrheitswidrigen Aussagen veranlasst oder dass sie Spuren und Beweismittel beseitigt. Strafprozessuale Haft wegen Kollusionsgefahr soll verhindern, dass die beschuldigte Person die wahrheitsgetreue Abklärung des Sachverhalts vereitelt oder gefährdet. Die theoretische Möglichkeit, dass sie kolludieren könnte, genügt indessen nicht, um Untersuchungshaft unter diesem Titel zu rechtfertigen. Es müssen vielmehr konkrete Indizien für die Annahme von Verdunkelungsgefahr sprechen. Das Vorliegen des Haftgrundes ist nach Massgabe der Umstände des jeweiligen Einzelfalles zu prüfen (BGE 137 IV 122 E. 4.2; Urteil 7B_69/2024 vom 21. Februar 2024 E. 3.3.2; je mit Hinweisen). Konkrete Anhaltspunkte für Kollusionsgefahr können sich namentlich ergeben aus dem bisherigen Verhalten der beschuldigten Person im Strafprozess, aus ihren persönlichen Merkmalen, aus ihrer Stellung und ihren Tatbeiträgen im Rahmen des untersuchten Sachverhaltes sowie aus den persönlichen Beziehungen zwischen ihr und den sie belastenden Personen. Bei der Frage, ob im konkreten Fall eine massgebliche Beeinträchtigung des Strafverfahrens wegen Verdunkelung droht, ist auch der Art und Bedeutung der von Beeinflussung bedrohten Aussagen bzw. Beweismittel, der Schwere der untersuchten Straftaten sowie dem Stand des Verfahrens Rechnung zu tragen (BGE 137 IV 122 E. 4.2; Urteile 7B_1028/2023 vom 12. Januar 2024 E. 8.1; 7B_985/2023 vom 4. Januar 2023 E. 4.2 mit Hinweisen). Je weiter das Strafverfahren vorangeschritten ist und je präziser der Sachverhalt bereits abgeklärt werden konnte, desto höhere Anforderungen sind an den Nachweis von Verdunkelungsgefahr zu stellen (BGE 132 I 21 E. 3.2.2; Urteil 7B_69/2024 vom 21. Februar 2024 E. 3.3.2)."
7B_12/2025 E. 2.2,"2.2. Der Haftgrund der Kollusionsgefahr liegt vor, wenn ernsthaft zu befürchten ist, dass der Beschuldigte Personen beeinflusst oder auf Beweismittel einwirkt, um so die Wahrheitsfindung zu beeinträchtigen (Art. 221 Abs. 1 lit. b StPO). Strafprozessuale Haft wegen Kollusions- bzw. Verdunkelungsgefahr soll verhindern, dass die beschuldigte Person die wahrheitsgetreue Abklärung des Sachverhalts vereitelt oder gefährdet. Die theoretische Möglichkeit, dass der Beschuldigte kolludieren könnte, genügt indessen nicht, um Haft unter diesem Titel zu rechtfertigen. Es müssen vielmehr konkrete Indizien für die Annahme von Verdunkelungsgefahr sprechen. Das Vorliegen des Haftgrunds ist nach Massgabe der Umstände des jeweiligen Einzelfalls zu prüfen. Konkrete Anhaltspunkte für Kollusionsgefahr können sich namentlich aus dem bisherigen Verhalten der beschuldigten Person im Strafprozess, aus ihren persönlichen Merkmalen, aus ihrer Stellung und ihren Tatbeiträgen im Rahmen des untersuchten Sachverhalts sowie aus den persönlichen Beziehungen zwischen ihr und den sie belastenden Personen ergeben. Bei der Frage, ob im konkreten Fall eine massgebliche Beeinträchtigung des Strafverfahrens wegen Verdunkelung droht, ist auch der Art und Bedeutung der von Beeinflussung bedrohten Aussagen bzw. Beweismittel, der Schwere der untersuchten Straftaten sowie dem Stand des Verfahrens Rechnung zu tragen. Je weiter das Strafverfahren vorangeschritten ist und je präziser der Sachverhalt bereits abgeklärt werden konnte, desto höhere Anforderungen sind an den Nachweis von Verdunkelungsgefahr zu stellen (BGE 137 IV 122 E. 4.2; 132 I 21 E. 3.2 f.; Urteil 7B_687/2024 vom 12. Juli 2024 E. 4.1; je mit Hinweisen)."
6B_1233/2016 E. 1,"L'autorité de l'arrêt de renvoi, que prévoyaient expressément l'art. 66 al. 1 aOJ et l'art. 277ter al. 2 aPPF, est un principe juridique qui demeure applicable sous la LTF (ATF 135 III 334 consid. 2.1 p. 335; cf. message du 28 février 2001 concernant la révision totale de l'organisation judiciaire fédérale, in FF 2001 p. 4143). L'autorité à laquelle la cause est renvoyée par le Tribunal fédéral est tenue de fonder sa nouvelle décision sur les considérants de droit de l'arrêt du Tribunal fédéral. Elle est ainsi liée par ce qui a déjà été définitivement tranché par le Tribunal fédéral et par les constatations de fait qui n'ont pas été attaquées devant lui ou l'ont été sans succès (ATF 131 III 91 consid. 5.2 p. 94; 104 IV 276 consid. 3d p. 277/278; cf. aussi arrêt 6B_440/2013 du 27 août 2013 consid. 1.1). La motivation de l'arrêt de renvoi fixe ainsi tant le cadre du nouvel état de fait que celui de la nouvelle motivation juridique (ATF 135 III 334 consid. 2 p. 335)."
6B_1233/2016 E. 1,Le recours est rejeté dans la mesure où il est recevable.
6B_904/2020 E. 1.1,"1.1. Aux termes de l'art. 107 al. 2 1ère phrase LTF, si le Tribunal fédéral admet le recours, il statue lui-même sur le fond ou renvoie l'affaire à l'autorité précédente pour qu'elle prenne une nouvelle décision. Le principe de l'autorité de l'arrêt de renvoi découle du droit fédéral non écrit (ATF 143 IV 214 consid. 5.3.3 p. 222; 135 III 334 consid. 2.1 p. 335). Conformément à ce principe, l'autorité cantonale à laquelle la cause est renvoyée par le Tribunal fédéral est tenue de fonder sa nouvelle décision sur les considérants de droit de l'arrêt du Tribunal fédéral. Elle est ainsi liée par ce qui a déjà été définitivement tranché par le Tribunal fédéral et par les constatations de fait qui n'ont pas été attaquées devant lui ou l'ont été sans succès (ATF 131 III 91 consid. 5.2 p. 94; 104 IV 276 consid. 3d p. 277 s.; cf. aussi arrêt 6B_1114/2019 du 20 novembre 2019 consid. 1.1). La motivation de l'arrêt de renvoi détermine dans quelle mesure la cour cantonale est liée à la première décision, décision de renvoi qui fixe aussi bien le cadre du nouvel état de fait que celui de la nouvelle motivation juridique (ATF 135 III 334 consid. 2 p. 335). Les faits nouveaux ne peuvent être pris en considération que sur les points ayant fait l'objet du renvoi, lesquels ne peuvent être ni étendus, ni fondés sur une base juridique nouvelle (ATF 135 III 334 consid. 2 p. 335; arrêt 6B_1114/2019 précité consid. 1.1)."
1B_536/2018 E. 5.1,"5.1. Conformément à cette disposition, la détention provisoire ne peut être ordonnée que lorsque le prévenu est fortement soupçonné d'avoir commis un crime ou un délit et qu'il y a sérieusement lieu de craindre qu'il compromette la recherche de la vérité en exerçant une influence sur des personnes ou en altérant des moyens de preuves. Pour retenir l'existence d'un risque de collusion au sens de cette disposition, l'autorité doit démontrer que les circonstances particulières du cas d'espèce font apparaître un danger concret et sérieux de telles manoeuvres, propres à entraver la manifestation de la vérité, en indiquant, au moins dans les grandes lignes et sous réserve des opérations à conserver secrètes, quels actes d'instruction elle doit encore effectuer et en quoi la libération du prévenu en compromettrait l'accomplissement. Dans cet examen, entrent en ligne de compte les caractéristiques personnelles du détenu, son rôle dans l'infraction ainsi que ses liens avec les autres prévenus (ATF 137 IV 122 consid. 4.2 p. 127; 132 I 21 consid. 3.2 p. 23). Plus l'instruction se trouve à un stade avancé et les faits sont établis avec précision, plus les exigences relatives à la preuve de l'existence d'un risque de collusion sont élevées (ATF 137 IV 122 consid. 4.2 p. 128; 132 I 21 consid. 3.2.2 p. 24). En tout état de cause, lorsqu'un prévenu est placé en détention, la procédure doit être conduite en priorité (art. 5 al. 2 CPP)."
7B_231/2025 E. 4.1,"4.1. Strafprozessuale Haft wegen Kollusions- bzw. Verdunkelungsgefahr (Art. 221 Abs. 1 lit. b StPO) soll verhindern, dass die beschuldigte Person die wahrheitsgetreue Abklärung des Sachverhalts vereitelt oder gefährdet. Die theoretische Möglichkeit, dass der Beschuldigte kolludieren könnte, genügt indessen nicht, um Haft unter diesem Titel zu rechtfertigen. Es müssen vielmehr konkrete Indizien für die Annahme von Verdunkelungsgefahr sprechen. Das Vorliegen des Haftgrunds ist nach Massgabe der Umstände des jeweiligen Einzelfalls zu prüfen. Konkrete Anhaltspunkte für Kollusionsgefahr können sich namentlich aus dem bisherigen Verhalten der beschuldigten Person im Strafprozess, aus ihren persönlichen Merkmalen, aus ihrer Stellung und ihren Tatbeiträgen im Rahmen des untersuchten Sachverhalts sowie aus den persönlichen Beziehungen zwischen ihr und den sie belastenden Personen ergeben. Bei der Frage, ob im konkreten Fall eine massgebliche Beeinträchtigung des Strafverfahrens wegen Verdunkelung droht, ist auch der Art und Bedeutung der von Beeinflussung bedrohten Aussagen bzw. Beweismittel, der Schwere der untersuchten Straftaten sowie dem Stand des Verfahrens Rechnung zu tragen. Je weiter das Strafverfahren vorangeschritten ist und je präziser der Sachverhalt bereits abgeklärt werden konnte, desto höhere Anforderungen sind an den Nachweis von Verdunkelungsgefahr zu stellen (BGE 137 IV 122 E. 4.2; 132 I 21 E. 3.2 f.; Urteil 7B_12/2025 vom 22. Januar 2025 E. 2.2; je mit Hinweisen)."
6B_1110/2014 E. 2.3,"2.3. Den Tatbestand der ungetreuen Amtsführung nach Art. 314 StGB erfüllt, wer als Mitglied einer Behörde oder Beamter die bei einem Rechtsgeschäft von ihm zu wahrenden öffentlichen Interessen schädigt, um sich oder einem andern einen unrechtmässigen Vorteil zu verschaffen. Das tatbestandsmässige Verhalten von Art. 314 StGB setzt ein rechtsgeschäftliches Handeln für das Gemeinwesen voraus. Der Unrechtsgehalt der ungetreuen Amtsführung besteht darin, dass der Beamte bei einem Rechtsgeschäft private Interessen auf Kosten der öffentlichen bevorzugt (Urteil 6B_916/2008 vom 21. August 2009 E. 7.5, nicht publ. in BGE 135 IV 198). Die öffentlichen Interessen müssen durch das Rechtsgeschäft selbst und dessen rechtliche Wirkungen geschädigt werden (BGE 101 IV 407 E. 2 S. 411 f.). Die vom Täter zu wahrenden öffentlichen Interessen können gemäss der bundesgerichtlichen Rechtsprechung finanzieller oder ideeller Art sein (BGE 114 IV 133 E. 1b S. 135 f. mit Hinweis; 111 IV 83 E. 2b S. 85). Dem Ermessen der zuständigen Behördenmitglieder und Beamten ist in Ausübung ihrer Tätigkeit, im Rahmen der für sie bestehenden Vorschriften, ein angemessener Spielraum zu lassen. Eine tatbestandsmässige Schädigung der öffentlichen Interessen liegt nur vor, wenn das ihnen zustehende Ermessen offensichtlich überschritten ist (BGE 101 IV 407 E. 2 S. 412; Urteil 6B_127/2014 vom 23. September 2014 E. 7.2.2)."
7B_496/2025 E. 3.2,"3.2. Die Vorinstanz sieht weiterhin Kollusionsmöglichkeiten für den Beschwerdeführer. Zwar sei die Strafuntersuchung bereits weit fortgeschritten. Dennoch seien die zwei Mobiltelefone des Beschwerdeführers noch immer versiegelt und das Entsiegelungsverfahren sei noch im Gang. Bei einem der zwei Telefone handle es sich um ein Krypto-Handy, also ein speziell gesichertes Mobiltelefon, das eine abhörsichere Kommunikation und eine Umgehung der elektronischen Überwachung sicherstellen soll. Die Anschaffung eines solch teuren Krypto-Mobiltelefons sei für den privaten Gebrauch wenig sinnvoll und der Beschwerdeführer halte an der Siegelung fest. Es bestehe deshalb eine hohe Wahrscheinlichkeit, dass eine Auswertung der auf den Geräten gespeicherten Daten und Zugänge weitere Beweise zum Betäubungsmittel- oder Waffenhandel hervorbringen könnten. Die Auswertung könne insbesondere zu Hinweisen auf weitere, derzeit noch unbekannte Personen führen, die in den mutmasslichen Handel mit Drogen und Waffen verwickelt sind. Andere plausible Gründe für die Anschaffung eines Krypto-Handys und eine Siegelung der Geräte seien jedenfalls nicht ersichtlich. Die Dauer des Entsiegelungsverfahrens sei insbesondere mit Blick auf das Krypto-Mobiltelefon auch noch nicht unverhältnismässig lang. Wer als Beschuldigter die Mitwirkung verweigere - was er dürfe - und die Siegelung elektronischer Geräte verlange, müsse damit rechnen, dass die Strafuntersuchung und gegebenenfalls auch die Untersuchungshaft länger dauere. Die Vorinstanz geht davon aus, dass der Beschwerdeführer diese Kollusionsmöglichkeiten in Freiheit mit einer gewissen Wahrscheinlichkeit wahrnehmen würde. Dafür sprächen die Schwere der ihm vorgeworfenen Delikte, sein (zulässiges) Verhalten im Strafprozess (Aussageverweigerung und Siegelung), das Versteck in U.________, wo diverse Schusswaffen und Handgranaten gelagert gewesen seien, sowie verschiedene sichergestellte Geräte, wie etwa die beiden Wanzen-Detektoren. Vor allem das Versteck und die sichergestellten Geräte wie auch die Verwendung eines Krypto-Handys wiesen auf ein professionelles Vorgehen hin, das darauf ausgerichtet sei, eine Strafverfolgung zu vereiteln oder zu erschweren. Hinsichtlich des Kollusionswillens des Beschwerdeführers könne im Übrigen auch auf dessen dokumentiertes Verhalten gegenüber B.________ verwiesen werden. Es sei deshalb wahrscheinlich, dass er allfälligen Einfluss auch auf weitere, noch nicht bekannte Beteiligte ausüben könnte."
